,gene_expression,copy_number
UBR5,4.887037791419196,1.04509909044499
MYO5A,2.229587922740652,1.0241132057946944
ISX,0.0,0.9145375933414428
DDX6,4.9368734618242325,1.0915322228400288
SMAD2,4.743622676067655,0.64169188194432
TLX3,0.0,1.070864743783282
CNTRL,2.720278465233327,0.8975904011509346
HEY1,0.722466024471091,1.04509909044499
KLF4,4.256255873202732,0.8975904011509346
IL21R,0.0,0.8994177436404924
KMT2A,3.901108243014512,1.0915322228400288
WIF1,0.0426443374084937,0.9027720383090572
PCM1,4.529820946528695,0.6692747279345739
FAM131B,0.0565835283663675,0.8946427400008607
SIX1,0.2509615735332188,1.1017808918318492
CREB1,4.776103988073165,1.0839038104179106
EIF3E,8.625087802686819,1.04509909044499
MAF,0.0,1.059836099947184
SDHB,6.614415386508126,0.9138096280203571
SRGAP3,1.1763227726404628,0.8904118852647994
MYH11,0.0976107966264223,0.8994177436404924
CD209,0.0,0.9279183524706704
IDH1,5.833143096358337,1.0839038104179106
ZCCHC8,3.810443103845176,0.9027720383090572
PBX1,0.1110313123887439,1.08286402215474
LCP1,0.7739963251111731,1.0678903576329684
WRN,2.060047383669939,0.6692747279345739
CD28,0.01435529297707,1.0839038104179106
ZEB1,0.6135316529179271,1.0268126181317163
ERG,0.0,0.8968971576973561
POU5F1,1.5310694927259538,1.0930380879496455
TRIM27,4.898692072560488,1.0930380879496455
BAX,6.693486957499325,0.92385922946708
NRG1,2.1731274334806563,0.6692747279345739
LYL1,0.3448284969974411,0.9279183524706704
LPP,2.1176950426697547,1.0735932810752538
BCL11A,0.0976107966264223,0.9031879441246532
APC,2.9049657186840263,1.070864743783282
LSM14A,5.482202926295956,0.918954622281231
CDH10,0.0,1.3967901397945603
PDE4DIP,2.9011082430145123,1.08286402215474
DDX3X,7.033092575523663,0.640206468069557
BMP5,0.0,1.0930380879496455
SH3GL1,5.681449265314958,0.9279183524706704
CNTNAP2,0.137503523749935,0.8946427400008607
CCNC,5.423241995973661,0.8769650700264217
GLI1,0.1634987322828795,0.9027720383090572
TAL2,0.070389327891398,0.8975904011509346
NUMA1,6.051807107013298,1.0915322228400288
RPL5,10.950264266757276,1.0985609869203896
CTNND2,0.0976107966264223,1.3967901397945603
RALGDS,3.286881147788161,0.8975904011509346
REL,0.9781956296816516,0.9031879441246532
ITGAV,4.760753208062987,1.0839038104179106
NT5C2,6.683977106975602,1.3616012497034602
ROBO2,0.0,0.902222825924146
CSF1R,0.2509615735332188,1.070864743783282
CREBBP,3.0197019144425483,0.8994177436404924
TNFRSF14,3.694880192799191,1.1457592509605952
SOX21,0.0,1.0678903576329684
FANCC,3.2234225499349374,0.8975904011509346
